order_id,time_id,customer_id,product_id,geography_id,quantity,sales,profit,delivery_time
CA-2016-158568,940,RB-19465,TEC-AC-10001767,RB-19465_60610,3,95.98,-10.8,4
CA-2016-158568,940,RB-19465,OFF-BI-10002609,RB-19465_60610,3,1.79,-3.04,4
CA-2016-129903,1034,GZ-14470,OFF-PA-10004040,GZ-14470_55901,4,23.92,11.72,3
US-2015-156867,655,LC-16870,TEC-AC-10001552,LC-16870_80013,6,238.9,-26.88,4
US-2015-156867,655,LC-16870,FUR-FU-10004006,LC-16870_80013,3,102.36,-3.84,4
US-2015-156867,655,LC-16870,OFF-BI-10002794,LC-16870_80013,3,36.88,-25.82,4
CA-2017-119004,1391,JM-15250,TEC-AC-10003499,JM-15250_28205,8,74.11,17.6,5
CA-2017-119004,1391,JM-15250,TEC-PH-10002844,JM-15250_28205,1,27.99,2.1,5
CA-2017-119004,1391,JM-15250,OFF-AR-10000390,JM-15250_28205,1,3.3,1.07,5
CA-2015-129476,627,PA-19060,TEC-AC-10000844,PA-19060_60462,5,339.96,67.99,5
CA-2017-146780,1423,CV-12805,FUR-FU-10001934,CV-12805_10035,2,41.96,10.91,5
CA-2016-128867,1006,CL-12565,OFF-AR-10000380,CL-12565_50322,2,75.96,22.79,7
CA-2016-128867,1006,CL-12565,OFF-BI-10003981,CL-12565_50322,6,27.24,13.35,7
CA-2014-115259,226,RC-19960,OFF-FA-10000621,RC-19960_43229,14,40.1,14.53,2
CA-2014-115259,226,RC-19960,OFF-EN-10002600,RC-19960_43229,2,4.72,1.65,2
CA-2014-115259,226,RC-19960,OFF-PA-10004965,RC-19960_43229,3,23.98,7.49,2
CA-2014-115259,226,RC-19960,OFF-EN-10002504,RC-19960_43229,6,130.46,44.03,2
CA-2015-110457,405,DK-13090,FUR-TA-10001768,DK-13090_98103,3,787.53,165.38,4
US-2015-136476,438,GG-14650,OFF-BI-10003650,GG-14650_37620,1,157.79,-115.72,5
CA-2016-103730,863,SC-20725,FUR-FU-10002157,SC-20725_19805,3,47.04,18.35,3
CA-2016-103730,863,SC-20725,OFF-BI-10003910,SC-20725_19805,4,30.84,13.88,3
CA-2016-103730,863,SC-20725,OFF-ST-10000777,SC-20725_19805,6,226.56,63.44,3
CA-2016-103730,863,SC-20725,OFF-EN-10002500,SC-20725_19805,9,115.02,51.76,3
CA-2016-103730,863,SC-20725,TEC-PH-10003875,SC-20725_19805,7,68.04,19.73,3
US-2014-152030,349,AD-10180,FUR-CH-10004063,AD-10180_77041,3,600.56,-8.58,2
US-2014-134614,252,PF-19165,FUR-TA-10004534,PF-19165_61701,6,617.7,-407.68,5
US-2017-107272,1373,TS-21610,OFF-BI-10003274,TS-21610_85023,2,2.39,-1.83,7
US-2017-107272,1373,TS-21610,OFF-ST-10002974,TS-21610_85023,7,243.99,30.5,7
US-2016-125969,1009,LS-16975,FUR-CH-10001146,LS-16975_90004,2,81.42,-9.16,4
US-2016-125969,1009,LS-16975,FUR-FU-10003773,LS-16975_90004,3,238.56,26.24,4
US-2017-164147,1097,DW-13585,TEC-PH-10002293,DW-13585_43229,5,59.97,-11.99,3
US-2017-164147,1097,DW-13585,OFF-PA-10002377,DW-13585_43229,2,78.3,29.36,3
US-2017-164147,1097,DW-13585,OFF-FA-10002780,DW-13585_43229,9,21.46,6.97,3
CA-2016-145583,985,LC-16885,OFF-PA-10001804,LC-16885_95661,3,20.04,9.62,6
CA-2016-145583,985,LC-16885,OFF-PA-10001736,LC-16885_95661,1,35.44,16.66,6
CA-2016-145583,985,LC-16885,OFF-AR-10001149,LC-16885_95661,4,11.52,3.46,6
CA-2016-145583,985,LC-16885,OFF-FA-10002988,LC-16885_95661,2,4.02,1.97,6
CA-2016-145583,985,LC-16885,OFF-BI-10004781,LC-16885_95661,3,76.18,26.66,6
CA-2016-145583,985,LC-16885,OFF-SU-10001218,LC-16885_95661,6,65.88,18.45,6
CA-2016-145583,985,LC-16885,FUR-FU-10001706,LC-16885_95661,14,43.12,20.7,6
CA-2016-110366,947,JD-15895,FUR-FU-10004848,JD-15895_19140,2,82.8,10.35,2
CA-2017-106180,1325,SH-19975,OFF-AR-10000940,SH-19975_94122,3,8.82,2.38,5
CA-2017-106180,1325,SH-19975,OFF-EN-10004030,SH-19975_94122,3,10.86,5.1,5
CA-2017-106180,1325,SH-19975,OFF-PA-10004327,SH-19975_94122,3,143.7,68.98,5
CA-2017-155376,1420,SG-20080,OFF-AP-10001058,SG-20080_64055,3,839.43,218.25,5
CA-2015-110744,589,HA-14920,OFF-ST-10003656,HA-14920_91104,7,671.93,20.16,5
CA-2014-110072,284,MG-17680,FUR-FU-10000521,MG-17680_43055,4,93.89,12.91,6
CA-2016-114489,1038,JE-16165,TEC-PH-10000215,JE-16165_53132,11,384.45,103.8,4
CA-2016-114489,1038,JE-16165,TEC-PH-10001448,JE-16165_53132,3,149.97,6.0,4
CA-2016-114489,1038,JE-16165,FUR-CH-10000454,JE-16165_53132,8,1951.84,585.55,4
CA-2016-114489,1038,JE-16165,OFF-BI-10002735,JE-16165_53132,5,171.55,80.63,4
CA-2016-158834,773,TW-21025,OFF-AP-10000326,TW-21025_85254,5,157.92,17.77,3
CA-2016-158834,773,TW-21025,TEC-PH-10001254,TW-21025_85254,2,203.18,15.24,3
CA-2015-124919,494,SP-20650,OFF-PA-10001950,SP-20650_95123,7,58.38,26.27,2
CA-2015-124919,494,SP-20650,OFF-PA-10002254,SP-20650_95123,4,105.52,48.54,2
CA-2015-124919,494,SP-20650,OFF-ST-10001590,SP-20650_95123,6,80.88,21.03,2
CA-2015-118948,491,NK-18490,OFF-AR-10001547,NK-18490_98105,3,6.63,1.79,6
CA-2014-104269,53,DB-13060,FUR-CH-10004063,DB-13060_98115,2,457.57,51.48,5
CA-2016-114104,1023,NP-18670,OFF-LA-10002475,NP-18670_73034,2,14.62,6.87,4
CA-2016-114104,1023,NP-18670,TEC-PH-10004536,NP-18670_73034,7,944.93,236.23,4
CA-2016-162733,832,TT-21070,OFF-PA-10002751,TT-21070_90045,1,5.98,2.69,1
CA-2015-119697,700,EM-13960,TEC-AC-10003657,EM-13960_19134,2,54.38,1.36,3
CA-2016-154508,1019,RD-19900,OFF-EN-10001990,RD-19900_88220,5,28.4,13.35,4
CA-2016-113817,1010,MJ-17740,OFF-BI-10004002,MJ-17740_98115,2,27.68,9.69,4
CA-2014-139892,240,BM-11140,OFF-AR-10004441,BM-11140_78207,3,9.94,2.73,4
CA-2014-139892,240,BM-11140,TEC-MA-10000822,BM-11140_78207,8,8159.95,-1359.99,4
CA-2014-139892,240,BM-11140,OFF-ST-10000991,BM-11140_78207,3,275.93,-58.63,4
CA-2014-139892,240,BM-11140,FUR-CH-10004287,BM-11140_78207,9,1740.06,-24.86,4
CA-2014-139892,240,BM-11140,OFF-AR-10002656,BM-11140_78207,6,32.06,6.81,4
CA-2014-139892,240,BM-11140,OFF-AP-10002518,BM-11140_78207,5,177.98,-453.85,4
CA-2014-139892,240,BM-11140,TEC-PH-10003931,BM-11140_78207,3,143.98,9.0,4
CA-2014-118962,206,CS-12130,OFF-PA-10000659,CS-12130_90004,3,20.94,9.84,4
CA-2014-118962,206,CS-12130,OFF-PA-10001144,CS-12130_90004,2,110.96,53.26,4
CA-2014-118962,206,CS-12130,FUR-CH-10003817,CS-12130_90004,7,340.14,21.26,4
US-2014-100853,246,JB-15400,OFF-AP-10000891,JB-15400_60623,2,52.45,-131.12,5
US-2014-100853,246,JB-15400,OFF-LA-10003148,JB-15400_60623,4,20.16,6.55,5
US-2017-152366,1175,SJ-20500,OFF-AP-10002684,SJ-20500_77036,4,97.26,-243.16,4
US-2015-101511,663,JE-15745,FUR-CH-10004698,JE-15745_43055,7,396.8,-11.34,2
US-2015-101511,663,JE-15745,OFF-SU-10002189,JE-15745_43055,5,15.88,-3.77,2
CA-2015-137225,687,JK-15640,OFF-AR-10001940,JK-15640_10009,1,3.28,1.41,4
CA-2014-166191,328,DK-13150,OFF-ST-10003455,DK-13150_62521,2,24.82,1.86,4
CA-2014-166191,328,DK-13150,TEC-AC-10004659,DK-13150_62521,7,408.74,76.64,4
CA-2014-158274,312,RM-19675,TEC-PH-10003273,RM-19675_71203,4,503.96,131.03,5
CA-2014-158274,312,RM-19675,TEC-PH-10004896,RM-19675_71203,5,149.95,41.99,5
CA-2014-158274,312,RM-19675,TEC-AC-10002345,RM-19675_71203,2,29.0,7.25,5
CA-2016-105018,1031,SK-19990,OFF-BI-10001890,SK-19990_6824,2,7.16,3.44,4
CA-2014-123260,227,FM-14290,TEC-AC-10002323,FM-14290_90032,8,176.8,22.98,4
CA-2016-157000,896,AM-10360,OFF-ST-10001328,AM-10360_75051,3,37.22,3.72,6
CA-2016-157000,896,AM-10360,OFF-PA-10001950,AM-10360_75051,3,20.02,6.25,6
CA-2015-102281,624,MP-17470,FUR-BO-10002613,MP-17470_10035,4,899.14,112.39,2
CA-2015-102281,624,MP-17470,TEC-PH-10001552,MP-17470_10035,6,71.76,20.09,2
CA-2015-102281,624,MP-17470,OFF-PA-10000061,MP-17470_10035,8,51.84,24.88,2
CA-2015-102281,624,MP-17470,FUR-BO-10002545,MP-17470_10035,3,626.35,46.98,2
CA-2015-102281,624,MP-17470,OFF-AR-10003514,MP-17470_10035,5,19.9,6.57,2
CA-2015-131457,642,MZ-17515,OFF-EN-10001509,MZ-17515_92374,7,14.28,6.71,6
CA-2014-140004,73,CB-12025,OFF-AR-10004685,CB-12025_45011,2,7.41,1.2,4
CA-2014-140004,73,CB-12025,OFF-AR-10004027,CB-12025_45011,3,6.05,1.59,4
CA-2017-107720,1374,VM-21685,OFF-ST-10001414,VM-21685_7090,3,46.26,12.03,7
US-2017-124303,1251,FH-14365,OFF-BI-10000343,FH-14365_19120,2,2.95,-2.26,7
US-2017-124303,1251,FH-14365,OFF-PA-10002749,FH-14365_19120,3,16.06,5.82,7
CA-2017-105074,1239,MB-17305,OFF-PA-10002666,MB-17305_44312,3,21.74,6.79,5
CA-2014-133690,204,BS-11755,FUR-TA-10004289,BS-11755_80219,2,218.75,-161.88,2
CA-2014-133690,204,BS-11755,OFF-AP-10003622,BS-11755_80219,1,2.6,0.29,2
US-2017-116701,1415,LC-17140,OFF-AP-10003217,LC-17140_75220,2,66.28,-178.97,4
CA-2017-126382,1218,HK-14890,FUR-FU-10002960,HK-14890_37064,7,35.17,9.67,4
CA-2017-108329,1407,LE-16810,TEC-PH-10001918,LE-16810_90604,4,444.77,44.48,5
CA-2017-135860,1399,JH-15985,OFF-ST-10000642,JH-15985_48601,4,83.92,5.87,6
CA-2017-135860,1399,JH-15985,TEC-PH-10001700,JH-15985_48601,2,131.98,35.63,6
CA-2017-135860,1399,JH-15985,OFF-BI-10003274,JH-15985_48601,4,15.92,7.48,6
CA-2017-135860,1399,JH-15985,OFF-FA-10000134,JH-15985_48601,9,52.29,16.21,6
CA-2017-135860,1399,JH-15985,OFF-ST-10001522,JH-15985_48601,1,91.99,3.68,6
CA-2015-101007,387,MS-17980,TEC-AC-10001266,MS-17980_75220,2,20.8,6.5,4
CA-2015-146262,356,VW-21775,OFF-LA-10004544,VW-21775_44256,2,23.68,8.88,7
CA-2015-146262,356,VW-21775,FUR-BO-10004695,VW-21775_44256,5,452.45,-244.32,7
CA-2015-146262,356,VW-21775,TEC-PH-10002844,VW-21775_44256,3,62.98,-14.7,7
CA-2015-146262,356,VW-21775,TEC-MA-10000864,VW-21775_44256,9,1188.0,-950.4,7
CA-2015-146262,356,VW-21775,TEC-AC-10000109,VW-21775_44256,2,89.58,4.48,7
CA-2016-130162,1000,JH-15910,OFF-ST-10001328,JH-15910_90032,6,93.06,26.06,4
CA-2016-130162,1000,JH-15910,TEC-PH-10002563,JH-15910_90032,3,302.38,22.68,4
CA-2015-169397,696,JB-15925,OFF-FA-10000585,JB-15925_43017,2,5.58,1.81,3
CA-2015-169397,696,JB-15925,OFF-PA-10004000,JB-15925_43017,6,22.7,8.23,3
CA-2015-169397,696,JB-15925,OFF-BI-10002852,JB-15925_43017,4,19.78,-13.84,3
CA-2015-169397,696,JB-15925,FUR-FU-10000087,JB-15925_43017,4,72.7,19.08,3
CA-2015-169397,696,JB-15925,TEC-MA-10001148,JB-15925_43017,4,479.99,-383.99,3
CA-2015-169397,696,JB-15925,OFF-AR-10001958,JB-15925_43017,2,27.17,2.72,3
CA-2015-163055,561,DS-13180,OFF-AR-10001026,DS-13180_48227,1,2.2,0.97,7
CA-2015-163055,561,DS-13180,FUR-TA-10003748,DS-13180_48227,5,622.45,136.94,7
CA-2015-163055,561,DS-13180,OFF-ST-10002485,DS-13180_48227,1,21.98,0.22,7
US-2015-145436,403,VD-21670,FUR-CH-10004860,VD-21670_38401,2,161.57,-28.27,4
US-2015-145436,403,VD-21670,FUR-CH-10004477,VD-21670_38401,8,389.7,43.84,4
US-2014-156216,245,EA-14035,OFF-BI-10001679,EA-14035_28205,7,18.65,-12.43,4
US-2017-100930,1161,CS-12400,FUR-TA-10001705,CS-12400_33614,2,233.86,-102.05,5
US-2017-100930,1161,CS-12400,FUR-TA-10003473,CS-12400_33614,3,620.61,-248.25,5
US-2017-100930,1161,CS-12400,OFF-BI-10001679,CS-12400_33614,2,5.33,-3.55,5
US-2017-100930,1161,CS-12400,FUR-FU-10004017,CS-12400_33614,3,258.07,0.0,5
US-2017-100930,1161,CS-12400,TEC-AC-10003832,CS-12400_33614,3,617.98,-7.72,5
CA-2017-160514,1380,DB-13120,OFF-PA-10002479,DB-13120_95051,2,10.56,4.75,4
CA-2016-157749,856,KL-16645,OFF-PA-10003349,KL-16645_60610,5,25.92,9.4,5
CA-2016-157749,856,KL-16645,FUR-FU-10000576,KL-16645_60610,5,419.68,-356.73,5
CA-2016-157749,856,KL-16645,FUR-FU-10004351,KL-16645_60610,3,11.69,-4.68,5
CA-2016-157749,856,KL-16645,TEC-PH-10000011,KL-16645_60610,2,31.98,11.19,5
CA-2016-157749,856,KL-16645,FUR-TA-10002607,KL-16645_60610,5,177.22,-120.51,5
CA-2016-157749,856,KL-16645,FUR-FU-10002505,KL-16645_60610,3,4.04,-2.83,5
CA-2016-157749,856,KL-16645,OFF-AR-10004685,KL-16645_60610,2,7.41,1.2,5
CA-2014-131926,143,DW-13480,FUR-CH-10004063,DW-13480_55044,7,2001.86,580.54,5
CA-2014-131926,143,DW-13480,OFF-ST-10002276,DW-13480_55044,2,166.72,41.68,5
CA-2014-131926,143,DW-13480,OFF-PA-10004082,DW-13480_55044,6,47.88,23.94,5
CA-2014-131926,143,DW-13480,OFF-AP-10002945,DW-13480_55044,5,1503.25,496.07,5
CA-2014-131926,143,DW-13480,OFF-PA-10000061,DW-13480_55044,4,25.92,12.44,5
CA-2016-154739,1043,LH-17155,FUR-CH-10002965,LH-17155_94109,2,321.57,28.14,5
CA-2016-145625,953,KC-16540,OFF-PA-10004569,KC-16540_92037,1,7.61,3.58,6
CA-2016-145625,953,KC-16540,TEC-AC-10003832,KC-16540_92037,13,3347.37,636.0,6
CA-2016-146941,1043,DL-13315,OFF-ST-10001228,DL-13315_10024,6,80.58,22.56,3
CA-2016-146941,1043,DL-13315,OFF-EN-10003296,DL-13315_10024,4,361.92,162.86,3
US-2015-159982,670,DR-12880,FUR-FU-10002505,DR-12880_60623,9,12.13,-8.49,6
US-2015-159982,670,DR-12880,OFF-ST-10004804,DR-12880_60623,2,82.37,-19.56,6
US-2015-159982,670,DR-12880,OFF-ST-10001590,DR-12880_60623,5,53.92,4.04,6
US-2015-159982,670,DR-12880,TEC-PH-10001580,DR-12880_60623,6,647.9,56.69,6
CA-2017-163139,1399,CC-12670,TEC-AC-10000290,CC-12670_10009,3,20.37,6.93,2
CA-2017-163139,1399,CC-12670,OFF-ST-10002790,CC-12670_10009,3,221.55,6.65,2
CA-2017-163139,1399,CC-12670,OFF-BI-10003460,CC-12670_10009,5,17.52,6.13,2
US-2017-155299,1223,Dl-13600,OFF-AP-10002203,Dl-13600_77506,2,1.62,-4.47,4
US-2014-106992,251,SB-20290,TEC-MA-10000822,SB-20290_77036,3,3059.98,-510.0,2
US-2014-106992,251,SB-20290,TEC-MA-10003353,SB-20290_77036,7,2519.96,-252.0,2
CA-2016-125318,858,RC-19825,TEC-PH-10001433,RC-19825_60610,4,328.22,28.72,7
CA-2015-155040,652,AH-10210,TEC-AC-10004469,AH-10210_94513,2,79.9,35.16,5
CA-2017-136826,1231,CB-12535,OFF-AR-10003602,CB-12535_27514,3,14.02,4.73,4
CA-2016-111010,723,PG-18895,OFF-FA-10003472,PG-18895_7960,6,7.56,0.3,6
US-2017-145366,1407,CA-12310,OFF-ST-10004180,CA-12310_45231,1,37.21,-7.44,4
US-2017-145366,1407,CA-12310,OFF-EN-10004386,CA-12310_45231,3,57.58,21.59,4
CA-2017-163979,1426,KH-16690,OFF-ST-10003208,KH-16690_94110,4,725.84,210.49,5
CA-2015-155334,552,HA-14920,TEC-AC-10003628,HA-14920_94109,7,209.93,92.37,1
CA-2015-155334,552,HA-14920,FUR-FU-10003274,HA-14920_94109,3,5.28,2.32,1
CA-2015-155334,552,HA-14920,OFF-BI-10002557,HA-14920_94109,3,10.92,4.09,1
CA-2017-118136,1323,BB-10990,OFF-PA-10002615,BB-10990_90301,2,8.82,4.06,1
CA-2017-118136,1323,BB-10990,OFF-AR-10001427,BB-10990_90301,1,5.98,1.55,1
CA-2017-132976,1350,AG-10495,OFF-PA-10000673,AG-10495_19140,2,11.65,4.08,4
CA-2017-132976,1350,AG-10495,OFF-PA-10004470,AG-10495_19140,4,18.18,5.91,4
CA-2017-132976,1350,AG-10495,OFF-ST-10000876,AG-10495_19140,6,59.71,5.97,4
CA-2017-132976,1350,AG-10495,OFF-LA-10002043,AG-10495_19140,3,24.84,8.69,4
US-2015-161991,608,SC-20725,OFF-BI-10004967,SC-20725_77070,5,2.08,-3.43,2
