inventory_id,time_id,product_id,department_id,quantity_sold,storage_capacity,utilization_rate
128,53,FUR-FU-10001095,1,6,3003,0.001998001998001998
129,53,FUR-TA-10001866,1,3,3003,0.000999000999000999
130,53,OFF-FA-10004395,2,5,4043,0.0012367054167697256
131,53,OFF-PA-10003036,2,3,4043,0.0007420232500618352
132,53,OFF-ST-10001469,2,3,4043,0.0007420232500618352
133,53,OFF-ST-10003692,2,3,4043,0.0007420232500618352
134,53,TEC-PH-10003655,3,3,2257,0.001329198050509526
135,54,OFF-EN-10001990,2,2,4043,0.0004946821667078902
136,54,OFF-PA-10000327,2,1,4043,0.0002473410833539451
137,54,OFF-PA-10000587,2,5,4043,0.0012367054167697256
138,54,TEC-AC-10004353,3,3,2257,0.001329198050509526
139,55,FUR-BO-10001972,1,5,3003,0.001665001665001665
140,55,FUR-TA-10002958,1,3,3003,0.000999000999000999
141,55,OFF-AP-10002534,2,3,4043,0.0007420232500618352
142,55,OFF-AR-10003560,2,4,4043,0.0009893643334157804
143,55,OFF-BI-10003429,2,5,4043,0.0012367054167697256
144,55,OFF-BI-10004593,2,3,4043,0.0007420232500618352
145,55,OFF-LA-10000305,2,3,4043,0.0007420232500618352
146,55,OFF-ST-10002486,2,8,4043,0.001978728666831561
147,55,TEC-PH-10004700,3,1,2257,0.00044306601683650863
148,56,OFF-AR-10001374,2,3,4043,0.0007420232500618352
149,56,OFF-ST-10001370,2,5,4043,0.0012367054167697256
150,57,OFF-AR-10000588,2,3,4043,0.0007420232500618352
151,57,OFF-BI-10001617,2,6,4043,0.0014840465001236705
152,57,OFF-PA-10001878,2,2,4043,0.0004946821667078902
153,57,OFF-SU-10000381,2,2,4043,0.0004946821667078902
154,57,TEC-AC-10002001,3,3,2257,0.001329198050509526
155,59,FUR-CH-10002780,1,6,3003,0.001998001998001998
156,59,FUR-CH-10004477,1,1,3003,0.000333000333000333
157,59,FUR-CH-10004495,1,2,3003,0.000666000666000666
158,59,OFF-AR-10000390,2,5,4043,0.0012367054167697256
159,59,OFF-AR-10001427,2,3,4043,0.0007420232500618352
160,59,OFF-BI-10004224,2,2,4043,0.0004946821667078902
161,59,OFF-ST-10000934,2,5,4043,0.0012367054167697256
162,59,OFF-ST-10002344,2,3,4043,0.0007420232500618352
163,62,OFF-AR-10001044,2,4,4043,0.0009893643334157804
164,62,OFF-PA-10002259,2,2,4043,0.0004946821667078902
165,62,OFF-ST-10000078,2,3,4043,0.0007420232500618352
166,63,FUR-FU-10003981,1,5,3003,0.001665001665001665
167,63,OFF-AP-10002578,2,3,4043,0.0007420232500618352
168,63,OFF-AR-10001770,2,3,4043,0.0007420232500618352
169,63,OFF-FA-10001561,2,6,4043,0.0014840465001236705
170,63,OFF-PA-10000213,2,3,4043,0.0007420232500618352
171,63,OFF-PA-10002137,2,14,4043,0.0034627751669552313
172,63,TEC-AC-10000710,3,2,2257,0.0008861320336730173
173,63,TEC-PH-10000984,3,3,2257,0.001329198050509526
174,66,FUR-CH-10003379,1,4,3003,0.001332001332001332
175,66,OFF-AR-10003723,2,1,4043,0.0002473410833539451
176,66,OFF-BI-10001617,2,4,4043,0.0009893643334157804
177,66,OFF-BI-10003007,2,2,4043,0.0004946821667078902
178,66,OFF-PA-10000176,2,6,4043,0.0014840465001236705
179,66,OFF-PA-10001204,2,2,4043,0.0004946821667078902
180,66,OFF-PA-10001215,2,2,4043,0.0004946821667078902
181,66,OFF-ST-10000736,2,1,4043,0.0002473410833539451
182,66,OFF-ST-10003221,2,2,4043,0.0004946821667078902
183,66,TEC-AC-10004877,3,12,2257,0.005316792202038104
184,66,TEC-MA-10003626,3,2,2257,0.0008861320336730173
185,67,FUR-FU-10001756,1,3,3003,0.000999000999000999
186,67,OFF-BI-10000773,2,3,4043,0.0007420232500618352
187,67,OFF-BI-10001543,2,4,4043,0.0009893643334157804
188,67,OFF-PA-10002120,2,3,4043,0.0007420232500618352
189,67,OFF-ST-10001490,2,1,4043,0.0002473410833539451
190,68,TEC-PH-10002415,3,2,2257,0.0008861320336730173
191,69,FUR-TA-10001950,1,4,3003,0.001332001332001332
192,69,FUR-TA-10003473,1,7,3003,0.002331002331002331
193,69,FUR-TA-10004175,1,3,3003,0.000999000999000999
194,69,OFF-AP-10001154,2,2,4043,0.0004946821667078902
195,69,OFF-AP-10003971,2,3,4043,0.0007420232500618352
196,69,OFF-AR-10003732,2,2,4043,0.0004946821667078902
197,69,OFF-AR-10003829,2,6,4043,0.0014840465001236705
198,69,OFF-BI-10000136,2,6,4043,0.0014840465001236705
199,69,OFF-BI-10000309,2,2,4043,0.0004946821667078902
200,69,OFF-BI-10000605,2,3,4043,0.0007420232500618352
201,69,OFF-BI-10001758,2,10,4043,0.002473410833539451
202,69,OFF-PA-10000466,2,7,4043,0.0017313875834776156
203,69,OFF-PA-10000919,2,4,4043,0.0009893643334157804
204,69,OFF-PA-10002195,2,1,4043,0.0002473410833539451
205,69,OFF-PA-10002365,2,3,4043,0.0007420232500618352
206,69,OFF-PA-10002960,2,7,4043,0.0017313875834776156
207,69,OFF-PA-10003063,2,4,4043,0.0009893643334157804
208,69,OFF-PA-10003349,2,2,4043,0.0004946821667078902
209,69,OFF-PA-10003641,2,6,4043,0.0014840465001236705
210,70,FUR-BO-10004218,1,10,3003,0.00333000333000333
211,70,FUR-FU-10001986,1,3,3003,0.000999000999000999
212,70,FUR-FU-10004270,1,2,3003,0.000666000666000666
213,70,FUR-FU-10004597,1,2,3003,0.000666000666000666
214,70,OFF-AR-10003183,2,3,4043,0.0007420232500618352
215,70,OFF-FA-10003112,2,3,4043,0.0007420232500618352
216,70,OFF-PA-10001804,2,4,4043,0.0009893643334157804
217,70,OFF-ST-10000078,2,7,4043,0.0017313875834776156
218,70,TEC-MA-10001148,3,4,2257,0.0017722640673460345
219,70,TEC-MA-10002412,3,6,2257,0.002658396101019052
220,70,TEC-MA-10003626,3,4,2257,0.0017722640673460345
221,71,FUR-FU-10002508,1,3,3003,0.000999000999000999
222,71,FUR-FU-10003981,1,3,3003,0.000999000999000999
223,71,OFF-BI-10001196,2,5,4043,0.0012367054167697256
224,71,OFF-LA-10000443,2,4,4043,0.0009893643334157804
225,71,OFF-ST-10000918,2,3,4043,0.0007420232500618352
226,71,TEC-AC-10002647,3,2,2257,0.0008861320336730173
227,71,TEC-PH-10004667,3,3,2257,0.001329198050509526
228,73,FUR-CH-10000422,1,3,3003,0.000999000999000999
229,73,FUR-FU-10001473,1,3,3003,0.000999000999000999
230,73,OFF-AR-10001573,2,4,4043,0.0009893643334157804
231,73,OFF-AR-10004027,2,3,4043,0.0007420232500618352
232,73,OFF-AR-10004685,2,2,4043,0.0004946821667078902
233,73,OFF-BI-10001597,2,3,4043,0.0007420232500618352
234,73,OFF-LA-10004409,2,5,4043,0.0012367054167697256
235,73,OFF-LA-10004544,2,5,4043,0.0012367054167697256
236,73,OFF-PA-10000675,2,3,4043,0.0007420232500618352
237,73,OFF-ST-10002301,2,1,4043,0.0002473410833539451
238,73,TEC-PH-10000730,3,7,2257,0.0031014621178555605
239,74,FUR-CH-10001482,1,3,3003,0.000999000999000999
240,74,OFF-AR-10003478,2,2,4043,0.0004946821667078902
241,74,OFF-BI-10002735,2,5,4043,0.0012367054167697256
242,74,OFF-BI-10004410,2,4,4043,0.0009893643334157804
243,74,OFF-PA-10002581,2,3,4043,0.0007420232500618352
244,75,OFF-LA-10004484,2,3,4043,0.0007420232500618352
245,75,OFF-ST-10000585,2,2,4043,0.0004946821667078902
246,75,TEC-PH-10003484,3,6,2257,0.002658396101019052
247,76,FUR-FU-10002813,1,2,3003,0.000666000666000666
248,76,OFF-PA-10004948,2,5,4043,0.0012367054167697256
249,77,FUR-CH-10002439,1,7,3003,0.002331002331002331
250,77,OFF-AR-10000034,2,6,4043,0.0014840465001236705
251,77,OFF-AR-10003338,2,2,4043,0.0004946821667078902
252,77,OFF-AR-10003829,2,2,4043,0.0004946821667078902
253,77,TEC-AC-10002558,3,4,2257,0.0017722640673460345
254,78,OFF-AR-10004272,2,2,4043,0.0004946821667078902
255,78,OFF-BI-10003291,2,4,4043,0.0009893643334157804
256,78,OFF-LA-10001982,2,5,4043,0.0012367054167697256
257,78,TEC-AC-10002323,3,3,2257,0.001329198050509526
258,78,TEC-PH-10004100,3,2,2257,0.0008861320336730173
259,79,FUR-TA-10000198,1,1,3003,0.000333000333000333
260,79,FUR-TA-10003954,1,4,3003,0.001332001332001332
261,79,OFF-EN-10001509,2,3,4043,0.0007420232500618352
262,79,TEC-PH-10003273,3,3,2257,0.001329198050509526
263,80,FUR-TA-10001889,1,3,3003,0.000999000999000999
264,81,FUR-BO-10001337,1,2,3003,0.000666000666000666
265,81,FUR-CH-10002304,1,7,3003,0.002331002331002331
266,81,OFF-AR-10001231,2,5,4043,0.0012367054167697256
267,81,OFF-AR-10001915,2,5,4043,0.0012367054167697256
268,81,OFF-EN-10002230,2,5,4043,0.0012367054167697256
269,81,OFF-LA-10002312,2,3,4043,0.0007420232500618352
270,81,OFF-ST-10001511,2,2,4043,0.0004946821667078902
271,81,OFF-ST-10002957,2,3,4043,0.0007420232500618352
272,81,TEC-PH-10001819,3,7,2257,0.0031014621178555605
273,82,FUR-CH-10002965,1,7,3003,0.002331002331002331
274,82,OFF-AP-10002765,2,2,4043,0.0004946821667078902
275,82,OFF-AR-10004027,2,2,4043,0.0004946821667078902
276,82,OFF-BI-10001097,2,1,4043,0.0002473410833539451
277,82,OFF-BI-10001636,2,5,4043,0.0012367054167697256
278,82,OFF-BI-10002071,2,7,4043,0.0017313875834776156
279,82,OFF-BI-10003529,2,1,4043,0.0002473410833539451
280,82,OFF-BI-10004390,2,2,4043,0.0004946821667078902
281,82,TEC-AC-10004901,3,2,2257,0.0008861320336730173
282,83,OFF-BI-10000042,2,4,4043,0.0009893643334157804
283,83,OFF-BI-10000145,2,2,4043,0.0004946821667078902
284,83,OFF-LA-10002312,2,2,4043,0.0004946821667078902
285,83,OFF-ST-10000636,2,4,4043,0.0009893643334157804
286,84,FUR-FU-10003192,1,2,3003,0.000666000666000666
287,84,OFF-AP-10003842,2,5,4043,0.0012367054167697256
288,84,OFF-PA-10001593,2,7,4043,0.0017313875834776156
289,84,OFF-PA-10002986,2,5,4043,0.0012367054167697256
290,84,OFF-PA-10004248,2,3,4043,0.0007420232500618352
291,84,TEC-PH-10001128,3,7,2257,0.0031014621178555605
292,85,OFF-EN-10001415,2,2,4043,0.0004946821667078902
293,85,TEC-AC-10000736,3,2,2257,0.0008861320336730173
294,85,TEC-AC-10001284,3,3,2257,0.001329198050509526
295,86,FUR-FU-10004020,1,1,3003,0.000333000333000333
296,86,OFF-AR-10001955,2,4,4043,0.0009893643334157804
297,86,OFF-BI-10004140,2,2,4043,0.0004946821667078902
298,86,OFF-LA-10001641,2,6,4043,0.0014840465001236705
299,86,OFF-PA-10002195,2,2,4043,0.0004946821667078902
300,86,OFF-PA-10003797,2,3,4043,0.0007420232500618352
301,86,OFF-ST-10004180,2,5,4043,0.0012367054167697256
302,86,TEC-AC-10002926,3,2,2257,0.0008861320336730173
303,87,OFF-AR-10000127,2,7,4043,0.0017313875834776156
304,87,OFF-AR-10002952,2,2,4043,0.0004946821667078902
305,87,OFF-AR-10004685,2,3,4043,0.0007420232500618352
306,87,OFF-AR-10004757,2,7,4043,0.0017313875834776156
307,87,OFF-BI-10002852,2,7,4043,0.0017313875834776156
308,87,OFF-BI-10004209,2,5,4043,0.0012367054167697256
309,87,OFF-PA-10003349,2,2,4043,0.0004946821667078902
310,87,OFF-PA-10004071,2,1,4043,0.0002473410833539451
311,87,OFF-ST-10000991,2,6,4043,0.0014840465001236705
312,87,OFF-ST-10001031,2,4,4043,0.0009893643334157804
313,87,OFF-ST-10003455,2,4,4043,0.0009893643334157804
314,87,OFF-SU-10002881,2,5,4043,0.0012367054167697256
315,87,TEC-PH-10001615,3,1,2257,0.00044306601683650863
316,88,FUR-FU-10000747,1,2,3003,0.000666000666000666
317,88,FUR-FU-10001918,1,7,3003,0.002331002331002331
318,88,FUR-TA-10000688,1,3,3003,0.000999000999000999
319,88,FUR-TA-10001039,1,3,3003,0.000999000999000999
320,88,OFF-AR-10001725,2,3,4043,0.0007420232500618352
321,88,OFF-BI-10002794,2,2,4043,0.0004946821667078902
322,88,OFF-BI-10003719,2,6,4043,0.0014840465001236705
323,88,OFF-PA-10001977,2,1,4043,0.0002473410833539451
324,88,OFF-PA-10003309,2,3,4043,0.0007420232500618352
325,88,OFF-SU-10004498,2,1,4043,0.0002473410833539451
326,88,TEC-AC-10003441,3,2,2257,0.0008861320336730173
327,88,TEC-AC-10004171,3,3,2257,0.001329198050509526
328,88,TEC-AC-10004659,3,2,2257,0.0008861320336730173
329,89,FUR-FU-10004415,1,2,3003,0.000666000666000666
330,89,OFF-PA-10000100,2,3,4043,0.0007420232500618352
331,89,OFF-PA-10003441,2,9,4043,0.002226069750185506
332,89,TEC-PH-10003273,3,5,2257,0.002215330084182543
333,89,TEC-PH-10004922,3,3,2257,0.001329198050509526
334,90,FUR-TA-10001086,1,8,3003,0.002664002664002664
335,90,FUR-TA-10003748,1,1,3003,0.000333000333000333
336,90,FUR-TA-10004442,1,1,3003,0.000333000333000333
337,90,OFF-FA-10000611,2,2,4043,0.0004946821667078902
338,90,OFF-FA-10001883,2,8,4043,0.001978728666831561
339,90,OFF-PA-10004733,2,3,4043,0.0007420232500618352
340,90,TEC-AC-10001908,3,4,2257,0.0017722640673460345
341,93,OFF-BI-10004817,2,1,4043,0.0002473410833539451
342,93,OFF-FA-10001332,2,3,4043,0.0007420232500618352
343,93,OFF-PA-10000029,2,2,4043,0.0004946821667078902
344,93,OFF-ST-10000876,2,7,4043,0.0017313875834776156
345,93,TEC-AC-10001874,3,7,2257,0.0031014621178555605
346,93,TEC-AC-10002001,3,3,2257,0.001329198050509526
347,93,TEC-AC-10003399,3,6,2257,0.002658396101019052
348,93,TEC-PH-10000586,3,2,2257,0.0008861320336730173
349,93,TEC-PH-10001835,3,6,2257,0.002658396101019052
350,94,FUR-BO-10001337,1,3,3003,0.000999000999000999
351,94,OFF-AR-10002987,2,2,4043,0.0004946821667078902
352,94,OFF-BI-10002764,2,7,4043,0.0017313875834776156
353,94,OFF-PA-10000289,2,5,4043,0.0012367054167697256
354,94,TEC-PH-10000576,3,4,2257,0.0017722640673460345
355,94,TEC-PH-10001557,3,14,2257,0.006202924235711121
356,95,OFF-AR-10000122,2,4,4043,0.0009893643334157804
357,95,OFF-BI-10003656,2,10,4043,0.002473410833539451
358,95,OFF-FA-10002780,2,13,4043,0.003215434083601286
359,95,OFF-LA-10002368,2,3,4043,0.0007420232500618352
360,95,TEC-PH-10000702,3,12,2257,0.005316792202038104
361,96,FUR-FU-10004091,1,4,3003,0.001332001332001332
362,96,OFF-AP-10000240,2,2,4043,0.0004946821667078902
363,97,OFF-AR-10003478,2,6,4043,0.0014840465001236705
364,99,FUR-CH-10002602,1,3,3003,0.000999000999000999
365,99,OFF-AR-10000657,2,5,4043,0.0012367054167697256
366,99,OFF-AR-10001868,2,2,4043,0.0004946821667078902
367,99,OFF-AR-10002375,2,4,4043,0.0009893643334157804
368,99,OFF-EN-10000056,2,3,4043,0.0007420232500618352
369,99,OFF-FA-10000134,2,2,4043,0.0004946821667078902
370,99,TEC-AC-10000474,3,3,2257,0.001329198050509526
371,99,TEC-MA-10002859,3,4,2257,0.0017722640673460345
372,100,FUR-FU-10004017,1,3,3003,0.000999000999000999
373,100,OFF-BI-10003638,2,3,4043,0.0007420232500618352
374,100,OFF-PA-10001569,2,11,4043,0.002720751916893396
375,101,FUR-FU-10000409,1,4,3003,0.001332001332001332
376,101,FUR-TA-10001705,1,5,3003,0.001665001665001665
377,101,FUR-TA-10004442,1,2,3003,0.000666000666000666
378,101,OFF-ST-10004634,2,5,4043,0.0012367054167697256
379,102,OFF-BI-10002976,2,5,4043,0.0012367054167697256
380,102,OFF-ST-10002574,2,6,4043,0.0014840465001236705
381,103,OFF-BI-10004970,2,3,4043,0.0007420232500618352
382,103,OFF-EN-10004773,2,8,4043,0.001978728666831561
383,104,FUR-CH-10002965,1,2,3003,0.000666000666000666
384,104,FUR-FU-10002191,1,4,3003,0.001332001332001332
385,104,OFF-BI-10000145,2,8,4043,0.001978728666831561
386,104,OFF-BI-10004876,2,3,4043,0.0007420232500618352
387,104,OFF-PA-10001878,2,1,4043,0.0002473410833539451
388,106,FUR-CH-10003973,1,5,3003,0.001665001665001665
389,106,FUR-FU-10003708,1,5,3003,0.001665001665001665
390,106,OFF-AP-10001391,2,3,4043,0.0007420232500618352
391,106,OFF-AR-10002221,2,3,4043,0.0007420232500618352
392,106,OFF-PA-10003543,2,2,4043,0.0004946821667078902
393,106,TEC-PH-10004531,3,3,2257,0.001329198050509526
394,107,FUR-CH-10004886,1,3,3003,0.000999000999000999
395,107,OFF-AR-10003504,2,5,4043,0.0012367054167697256
396,107,OFF-BI-10001525,2,6,4043,0.0014840465001236705
397,107,OFF-LA-10000305,2,2,4043,0.0004946821667078902
398,109,OFF-AR-10004752,2,2,4043,0.0004946821667078902
399,109,OFF-BI-10001628,2,2,4043,0.0004946821667078902
400,109,OFF-LA-10000452,2,1,4043,0.0002473410833539451
401,109,OFF-LA-10001613,2,3,4043,0.0007420232500618352
402,109,OFF-ST-10000877,2,9,4043,0.002226069750185506
403,109,OFF-ST-10001128,2,2,4043,0.0004946821667078902
404,109,OFF-ST-10002214,2,3,4043,0.0007420232500618352
405,109,TEC-AC-10000736,3,2,2257,0.0008861320336730173
406,109,TEC-PH-10001459,3,5,2257,0.002215330084182543
407,110,FUR-CH-10001394,1,2,3003,0.000666000666000666
408,110,FUR-CH-10002304,1,2,3003,0.000666000666000666
409,110,FUR-FU-10001424,1,2,3003,0.000666000666000666
410,110,OFF-BI-10000136,2,3,4043,0.0007420232500618352
411,110,OFF-ST-10000798,2,5,4043,0.0012367054167697256
412,110,TEC-PH-10000376,3,2,2257,0.0008861320336730173
413,111,OFF-AR-10004010,2,5,4043,0.0012367054167697256
414,111,OFF-ST-10000585,2,5,4043,0.0012367054167697256
415,111,TEC-AC-10002550,3,3,2257,0.001329198050509526
416,113,OFF-AP-10003971,2,3,4043,0.0007420232500618352
417,113,TEC-CO-10004202,3,2,2257,0.0008861320336730173
418,114,OFF-BI-10003981,2,3,4043,0.0007420232500618352
419,114,OFF-BI-10004828,2,3,4043,0.0007420232500618352
420,114,OFF-LA-10002195,2,7,4043,0.0017313875834776156
421,115,FUR-FU-10001473,1,2,3003,0.000666000666000666
422,115,FUR-FU-10001852,1,7,3003,0.002331002331002331
423,115,OFF-AP-10000696,2,4,4043,0.0009893643334157804
424,115,OFF-AR-10001725,2,2,4043,0.0004946821667078902
425,115,OFF-BI-10001294,2,4,4043,0.0009893643334157804
426,115,OFF-FA-10000840,2,6,4043,0.0014840465001236705
427,116,FUR-CH-10001146,1,3,3003,0.000999000999000999
428,116,OFF-AR-10003651,2,2,4043,0.0004946821667078902
429,116,OFF-BI-10004364,2,2,4043,0.0004946821667078902
430,116,OFF-PA-10000474,2,1,4043,0.0002473410833539451
431,116,OFF-PA-10001363,2,2,4043,0.0004946821667078902
432,116,OFF-PA-10003016,2,3,4043,0.0007420232500618352
433,116,OFF-ST-10003442,2,2,4043,0.0004946821667078902
434,117,OFF-AR-10001897,2,6,4043,0.0014840465001236705
435,117,OFF-BI-10003684,2,8,4043,0.001978728666831561
436,117,OFF-LA-10004425,2,2,4043,0.0004946821667078902
437,118,FUR-CH-10004675,1,4,3003,0.001332001332001332
438,118,FUR-TA-10003469,1,2,3003,0.000666000666000666
439,118,OFF-AR-10002578,2,3,4043,0.0007420232500618352
