geography_id,country,city,state,postal_code,region
VB-21745_31907,United States,Columbus,Georgia,31907,South
KW-16435_10009,United States,New York City,New York,10009,East
JD-16060_94109,United States,San Francisco,California,94109,West
MK-17905_6040,United States,Manchester,Connecticut,6040,East
GT-14755_78550,United States,Harlingen,Texas,78550,Central
AG-10900_85705,United States,Tucson,Arizona,85705,West
MM-18280_62301,United States,Quincy,Illinois,62301,Central
AR-10405_2038,United States,Franklin,Massachusetts,2038,East
RA-19915_77095,United States,Houston,Texas,77095,Central
AS-10285_94109,United States,San Francisco,California,94109,West
LA-16780_48180,United States,Taylor,Michigan,48180,Central
DO-13435_33024,United States,Pembroke Pines,Florida,33024,South
DK-13225_19140,United States,Philadelphia,Pennsylvania,19140,East
NG-18430_45231,United States,Cincinnati,Ohio,45231,East
MV-18190_10009,United States,New York City,New York,10009,East
JG-15115_98198,United States,Des Moines,Washington,98198,West
BP-11095_61604,United States,Peoria,Illinois,61604,Central
VP-21730_89115,United States,Las Vegas,Nevada,89115,West
SS-20140_2886,United States,Warwick,Rhode Island,2886,East
HP-14815_49201,United States,Jackson,Michigan,49201,Central
AG-10675_77036,United States,Houston,Texas,77036,Central
LF-17185_33180,United States,Miami,Florida,33180,South
SP-20650_28403,United States,Wilmington,North Carolina,28403,South
RF-19840_10024,United States,New York City,New York,10024,East
KH-16510_94110,United States,San Francisco,California,94110,West
KC-16675_98105,United States,Seattle,Washington,98105,West
CJ-12010_92646,United States,Huntington Beach,California,92646,West
PB-19150_90004,United States,Los Angeles,California,90004,West
VB-21745_40475,United States,Richmond,Kentucky,40475,South
SP-20860_90045,United States,Los Angeles,California,90045,West
JE-15745_80027,United States,Louisville,Colorado,80027,West
MP-17965_1841,United States,Lawrence,Massachusetts,1841,East
NF-18385_39212,United States,Jackson,Mississippi,39212,South
JM-15265_48187,United States,Canton,Michigan,48187,Central
SD-20485_10801,United States,New Rochelle,New York,10801,East
KH-16630_78207,United States,San Antonio,Texas,78207,Central
RB-19795_28052,United States,Gastonia,North Carolina,28052,South
DB-13060_1852,United States,Lowell,Massachusetts,1852,East
MK-18160_32216,United States,Jacksonville,Florida,32216,South
PO-19180_60623,United States,Chicago,Illinois,60623,Central
BB-11545_77070,United States,Houston,Texas,77070,Central
CV-12805_10024,United States,New York City,New York,10024,East
PK-19075_48227,United States,Detroit,Michigan,48227,Central
TB-21595_47201,United States,Columbus,Indiana,47201,Central
RB-19360_13021,United States,Auburn,New York,13021,East
EB-13705_44312,United States,Akron,Ohio,44312,East
KH-16630_73071,United States,Norman,Oklahoma,73071,Central
SC-20095_94521,United States,Concord,California,94521,West
NF-18385_62521,United States,Decatur,Illinois,62521,Central
JH-15985_98115,United States,Seattle,Washington,98115,West
TN-21040_85023,United States,Phoenix,Arizona,85023,West
JS-15940_60068,United States,Park Ridge,Illinois,60068,Central
DS-13180_79109,United States,Amarillo,Texas,79109,Central
CC-12670_60610,United States,Chicago,Illinois,60610,Central
MH-17785_11757,United States,Lindenhurst,New York,11757,East
JP-15520_94110,United States,San Francisco,California,94110,West
KH-16690_90008,United States,Los Angeles,California,90008,West
JE-15475_12180,United States,Troy,New York,12180,East
JG-15805_10024,United States,New York City,New York,10024,East
XP-21865_92024,United States,San Diego,California,92024,West
EM-14065_10024,United States,New York City,New York,10024,East
MT-18070_90045,United States,Los Angeles,California,90045,West
SA-20830_60610,United States,Chicago,Illinois,60610,Central
CW-11905_77340,United States,Huntsville,Texas,77340,Central
AJ-10960_14609,United States,Rochester,New York,14609,East
SS-20590_98115,United States,Seattle,Washington,98115,West
RO-19780_38109,United States,Memphis,Tennessee,38109,South
MD-17350_72701,United States,Fayetteville,Arkansas,72701,South
SC-20095_92627,United States,Costa Mesa,California,92627,West
MY-17380_80134,United States,Parker,Colorado,80134,West
EB-13705_10024,United States,New York City,New York,10024,East
CM-12385_30318,United States,Atlanta,Georgia,30318,South
LS-17245_64118,United States,Gladstone,Missouri,64118,Central
LF-17185_43055,United States,Newark,Ohio,43055,East
BN-11515_90049,United States,Los Angeles,California,90049,West
AD-10180_59405,United States,Great Falls,Montana,59405,West
DB-13210_77041,United States,Houston,Texas,77041,Central
MC-17605_48234,United States,Detroit,Michigan,48234,Central
LH-17155_90032,United States,Los Angeles,California,90032,West
BD-11605_1841,United States,Lawrence,Massachusetts,1841,East
PH-18790_33801,United States,Lakeland,Florida,33801,South
MG-18145_19134,United States,Philadelphia,Pennsylvania,19134,East
KB-16240_90036,United States,Los Angeles,California,90036,West
JC-15340_90032,United States,Los Angeles,California,90032,West
RL-19615_36116,United States,Montgomery,Alabama,36116,South
AA-10375_85204,United States,Mesa,Arizona,85204,West
EP-13915_60653,United States,Chicago,Illinois,60653,Central
MP-17470_10009,United States,New York City,New York,10009,East
DK-12985_42420,United States,Henderson,Kentucky,42420,South
BD-11500_54302,United States,Green Bay,Wisconsin,54302,Central
ES-14080_85705,United States,Tucson,Arizona,85705,West
LM-17065_45503,United States,Springfield,Ohio,45503,East
PG-18895_76106,United States,Fort Worth,Texas,76106,Central
AS-10135_10035,United States,New York City,New York,10035,East
DK-13225_60653,United States,Chicago,Illinois,60653,Central
BD-11320_94110,United States,San Francisco,California,94110,West
RC-19960_32216,United States,Jacksonville,Florida,32216,South
GT-14710_77070,United States,Houston,Texas,77070,Central
DK-13225_92804,United States,Anaheim,California,92804,West
AJ-10945_28403,United States,Wilmington,North Carolina,28403,South
OT-18730_90045,United States,Los Angeles,California,90045,West
LP-17080_94110,United States,San Francisco,California,94110,West
CA-12775_33614,United States,Tampa,Florida,33614,South
JF-15490_98105,United States,Seattle,Washington,98105,West
FP-14320_90008,United States,Los Angeles,California,90008,West
EB-13840_98105,United States,Seattle,Washington,98105,West
JF-15415_10024,United States,New York City,New York,10024,East
SF-20200_98270,United States,Marysville,Washington,98270,West
TG-21640_90805,United States,Long Beach,California,90805,West
CS-11950_60610,United States,Chicago,Illinois,60610,Central
CC-12145_90004,United States,Los Angeles,California,90004,West
DV-13465_80219,United States,Denver,Colorado,80219,West
BD-11725_40475,United States,Richmond,Kentucky,40475,South
ZC-21910_97301,United States,Salem,Oregon,97301,West
MS-17830_78041,United States,Laredo,Texas,78041,Central
LR-16915_92024,United States,San Diego,California,92024,West
TP-21130_19134,United States,Philadelphia,Pennsylvania,19134,East
CK-12205_19120,United States,Philadelphia,Pennsylvania,19120,East
AS-10240_33614,United States,Tampa,Florida,33614,South
AR-10510_19134,United States,Philadelphia,Pennsylvania,19134,East
NB-18655_75217,United States,Dallas,Texas,75217,Central
GD-14590_19143,United States,Philadelphia,Pennsylvania,19143,East
CK-12595_43123,United States,Grove City,Ohio,43123,East
NG-18355_10011,United States,New York City,New York,10011,East
CA-12265_60610,United States,Chicago,Illinois,60610,Central
SF-20965_48126,United States,Dearborn,Michigan,48126,Central
MO-17800_10009,United States,New York City,New York,10009,East
AT-10735_98115,United States,Seattle,Washington,98115,West
LC-17140_94122,United States,San Francisco,California,94122,West
FM-14380_80013,United States,Aurora,Colorado,80013,West
BD-11605_33180,United States,Miami,Florida,33180,South
DJ-13420_31088,United States,Warner Robins,Georgia,31088,South
ME-17725_80013,United States,Aurora,Colorado,80013,West
RB-19465_94591,United States,Vallejo,California,94591,West
JD-16150_55407,United States,Minneapolis,Minnesota,55407,Central
JL-15835_92691,United States,Mission Viejo,California,92691,West
SC-20305_48307,United States,Rochester Hills,Michigan,48307,Central
TW-21025_7060,United States,Plainfield,New Jersey,7060,East
CC-12430_47201,United States,Columbus,Indiana,47201,Central
BB-10990_85635,United States,Sierra Vista,Arizona,85635,West
AR-10825_98661,United States,Vancouver,Washington,98661,West
SR-20740_10024,United States,New York City,New York,10024,East
AR-10405_10035,United States,New York City,New York,10035,East
CR-12730_43229,United States,Columbus,Ohio,43229,East
EH-14125_60505,United States,Aurora,Illinois,60505,Central
CB-12025_76017,United States,Arlington,Texas,76017,Central
SP-20545_10011,United States,New York City,New York,10011,East
RC-19825_40214,United States,Louisville,Kentucky,40214,South
TH-21235_75081,United States,Dallas,Texas,75081,Central
RP-19390_44105,United States,Cleveland,Ohio,44105,East
MO-17800_60653,United States,Chicago,Illinois,60653,Central
TD-20995_62301,United States,Quincy,Illinois,62301,Central
RB-19570_47201,United States,Columbus,Indiana,47201,Central
CD-11980_75701,United States,Tyler,Texas,75701,Central
DJ-13630_10024,United States,New York City,New York,10024,East
GT-14635_27217,United States,Burlington,North Carolina,27217,South
MC-17845_39212,United States,Jackson,Mississippi,39212,South
RA-19285_10035,United States,New York City,New York,10035,East
NP-18325_22980,United States,Waynesboro,Virginia,22980,South
AB-10165_90036,United States,Los Angeles,California,90036,West
JO-15550_19013,United States,Chester,Pennsylvania,19013,East
Dl-13600_44105,United States,Cleveland,Ohio,44105,East
AS-10285_98103,United States,Seattle,Washington,98103,West
JK-15370_90805,United States,Long Beach,California,90805,West
BN-11470_27511,United States,Cary,North Carolina,27511,South
DP-13165_10035,United States,New York City,New York,10035,East
TH-21550_10035,United States,New York City,New York,10035,East
AP-10915_32137,United States,Palm Coast,Florida,32137,South
RS-19765_10550,United States,Mount Vernon,New York,10550,East
Dl-13600_98105,United States,Seattle,Washington,98105,West
SV-20365_19901,United States,Dover,Delaware,19901,East
KC-16540_43055,United States,Newark,Ohio,43055,East
CK-12325_84057,United States,Orem,Utah,84057,West
RD-19810_90045,United States,Los Angeles,California,90045,West
MP-17965_48205,United States,Detroit,Michigan,48205,Central
MR-17545_19140,United States,Philadelphia,Pennsylvania,19140,East
SC-20695_33012,United States,Hialeah,Florida,33012,South
JF-15355_78745,United States,Austin,Texas,78745,Central
EG-13900_11572,United States,Oceanside,New York,11572,East
DS-13030_98115,United States,Seattle,Washington,98115,West
GZ-14470_94110,United States,San Francisco,California,94110,West
PO-19195_60540,United States,Naperville,Illinois,60540,Central
SS-20875_75220,United States,Dallas,Texas,75220,Central
MH-17785_92105,United States,San Diego,California,92105,West
PB-19105_60201,United States,Evanston,Illinois,60201,Central
RF-19735_48183,United States,Trenton,Michigan,48183,Central
YC-21895_94110,United States,San Francisco,California,94110,West
MS-17830_90036,United States,Los Angeles,California,90036,West
NB-18655_32216,United States,Jacksonville,Florida,32216,South
DC-13285_55016,United States,Cottage Grove,Minnesota,55016,Central
CP-12340_10009,United States,New York City,New York,10009,East
BF-11020_54302,United States,Green Bay,Wisconsin,54302,Central
AR-10510_90004,United States,Los Angeles,California,90004,West
JC-16105_30318,United States,Atlanta,Georgia,30318,South
LH-17020_43229,United States,Columbus,Ohio,43229,East
CS-12250_71111,United States,Bossier City,Louisiana,71111,South
AJ-10795_33710,United States,Saint Petersburg,Florida,33710,South
LE-16810_22204,United States,Arlington,Virginia,22204,South
BV-11245_50315,United States,Des Moines,Iowa,50315,Central
DL-12865_45231,United States,Cincinnati,Ohio,45231,East
NZ-18565_94110,United States,San Francisco,California,94110,West
BM-11785_43229,United States,Columbus,Ohio,43229,East
EA-14035_29203,United States,Columbia,South Carolina,29203,South
CL-12565_93534,United States,Lancaster,California,93534,West
LT-17110_93534,United States,Lancaster,California,93534,West
SA-20830_23223,United States,Richmond,Virginia,23223,South
JK-15730_28806,United States,Asheville,North Carolina,28806,South
ES-14020_94110,United States,San Francisco,California,94110,West
RH-19495_55901,United States,Rochester,Minnesota,55901,Central
DB-13120_14609,United States,Rochester,New York,14609,East
CD-11920_92530,United States,Lake Elsinore,California,92530,West
HW-14935_92105,United States,San Diego,California,92105,West
HW-14935_10024,United States,New York City,New York,10024,East
MC-18130_71203,United States,Monroe,Louisiana,71203,South
GM-14440_94122,United States,San Francisco,California,94122,West
RA-19915_80219,United States,Denver,Colorado,80219,West
AA-10375_68104,United States,Omaha,Nebraska,68104,Central
ZC-21910_98026,United States,Edmonds,Washington,98026,West
PJ-19015_92704,United States,Santa Ana,California,92704,West
BW-11110_53209,United States,Milwaukee,Wisconsin,53209,Central
DB-13210_19140,United States,Philadelphia,Pennsylvania,19140,East
CA-12775_19140,United States,Philadelphia,Pennsylvania,19140,East
TR-21325_7109,United States,Belleville,New Jersey,7109,East
PG-18820_94110,United States,San Francisco,California,94110,West
GT-14710_55044,United States,Lakeville,Minnesota,55044,Central
JE-15745_41042,United States,Florence,Kentucky,41042,South
JB-15400_33614,United States,Tampa,Florida,33614,South
LH-17020_75701,United States,Tyler,Texas,75701,Central
JL-15175_38401,United States,Columbia,Tennessee,38401,South
EB-13705_76106,United States,Fort Worth,Texas,76106,Central
BM-11650_10035,United States,New York City,New York,10035,East
EM-14095_90036,United States,Los Angeles,California,90036,West
AF-10885_40214,United States,Louisville,Kentucky,40214,South
GA-14725_44052,United States,Lorain,Ohio,44052,East
CK-12760_7036,United States,Linden,New Jersey,7036,East
DP-13105_93905,United States,Salinas,California,93905,West
VD-21670_39212,United States,Jackson,Mississippi,39212,South
GT-14710_10035,United States,New York City,New York,10035,East
BK-11260_10035,United States,New York City,New York,10035,East
SJ-20125_8901,United States,New Brunswick,New Jersey,8901,East
CM-12445_94122,United States,San Francisco,California,94122,West
AJ-10795_32216,United States,Jacksonville,Florida,32216,South
AJ-10780_22153,United States,Springfield,Virginia,22153,South
LS-16945_19140,United States,Philadelphia,Pennsylvania,19140,East
GP-14740_17602,United States,Lancaster,Pennsylvania,17602,East
PK-18910_19143,United States,Philadelphia,Pennsylvania,19143,East
TB-21520_3301,United States,Concord,New Hampshire,3301,East
SM-20005_10009,United States,New York City,New York,10009,East
GA-14725_28205,United States,Charlotte,North Carolina,28205,South
CC-12430_3301,United States,Concord,New Hampshire,3301,East
AG-10765_19120,United States,Philadelphia,Pennsylvania,19120,East
HP-14815_10024,United States,New York City,New York,10024,East
DK-13090_22153,United States,Springfield,Virginia,22153,South
GZ-14470_94109,United States,San Francisco,California,94109,West
PM-19135_48227,United States,Detroit,Michigan,48227,Central
LL-16840_14609,United States,Rochester,New York,14609,East
JS-15595_90045,United States,Los Angeles,California,90045,West
OT-18730_92105,United States,San Diego,California,92105,West
EL-13735_21044,United States,Columbia,Maryland,21044,East
CK-12760_94122,United States,San Francisco,California,94122,West
JE-15475_10801,United States,New Rochelle,New York,10801,East
TH-21550_48227,United States,Detroit,Michigan,48227,Central
PC-18745_94122,United States,San Francisco,California,94122,West
HL-15040_77095,United States,Houston,Texas,77095,Central
MS-17365_48227,United States,Detroit,Michigan,48227,Central
GB-14530_13021,United States,Auburn,New York,13021,East
JR-16210_45503,United States,Springfield,Ohio,45503,East
TD-20995_75043,United States,Garland,Texas,75043,Central
DB-13060_60653,United States,Chicago,Illinois,60653,Central
LC-17140_90032,United States,Los Angeles,California,90032,West
PO-18865_10009,United States,New York City,New York,10009,East
BE-11335_49201,United States,Jackson,Michigan,49201,Central
SC-20050_6360,United States,Norwich,Connecticut,6360,East
BM-11650_53209,United States,Milwaukee,Wisconsin,53209,Central
KL-16555_78207,United States,San Antonio,Texas,78207,Central
RW-19630_75220,United States,Dallas,Texas,75220,Central
RC-19825_22304,United States,Alexandria,Virginia,22304,South
SE-20110_10009,United States,New York City,New York,10009,East
AH-10075_10011,United States,New York City,New York,10011,East
JM-15535_19143,United States,Philadelphia,Pennsylvania,19143,East
JJ-15760_22153,United States,Springfield,Virginia,22153,South
AB-10165_43615,United States,Toledo,Ohio,43615,East
RK-19300_19140,United States,Philadelphia,Pennsylvania,19140,East
CG-12040_19120,United States,Philadelphia,Pennsylvania,19120,East
RA-19885_87401,United States,Farmington,New Mexico,87401,West
RP-19270_92503,United States,Riverside,California,92503,West
KC-16255_94110,United States,San Francisco,California,94110,West
RW-19630_90503,United States,Torrance,California,90503,West
JL-15850_98105,United States,Seattle,Washington,98105,West
CA-12775_85204,United States,Mesa,Arizona,85204,West
RB-19795_19120,United States,Philadelphia,Pennsylvania,19120,East
KH-16360_19143,United States,Philadelphia,Pennsylvania,19143,East
GH-14665_78664,United States,Round Rock,Texas,78664,Central
SW-20275_39212,United States,Jackson,Mississippi,39212,South
JA-15970_85023,United States,Phoenix,Arizona,85023,West
DL-12925_92054,United States,Oceanside,California,92054,West
LW-16990_94110,United States,San Francisco,California,94110,West
TB-21190_72701,United States,Fayetteville,Arkansas,72701,South
CV-12805_94110,United States,San Francisco,California,94110,West
MS-17365_33433,United States,Boca Raton,Florida,33433,South
BS-11800_10011,United States,New York City,New York,10011,East
DL-13315_19134,United States,Philadelphia,Pennsylvania,19134,East
PO-19195_10011,United States,New York City,New York,10011,East
TD-20995_97206,United States,Portland,Oregon,97206,West
BW-11110_48205,United States,Detroit,Michigan,48205,Central
RW-19690_28403,United States,Wilmington,North Carolina,28403,South
KB-16600_47201,United States,Columbus,Indiana,47201,Central
EB-13870_10035,United States,New York City,New York,10035,East
TZ-21580_80027,United States,Louisville,Colorado,80027,West
AS-10630_77506,United States,Pasadena,Texas,77506,Central
TS-21340_77041,United States,Houston,Texas,77041,Central
JG-15805_13021,United States,Auburn,New York,13021,East
SL-20155_32216,United States,Jacksonville,Florida,32216,South
TS-21610_10024,United States,New York City,New York,10024,East
RF-19735_95123,United States,San Jose,California,95123,West
MW-18235_23464,United States,Virginia Beach,Virginia,23464,South
RD-19585_42420,United States,Henderson,Kentucky,42420,South
FM-14290_98661,United States,Vancouver,Washington,98661,West
RH-19495_10024,United States,New York City,New York,10024,East
RA-19945_92563,United States,Murrieta,California,92563,West
JK-15730_28540,United States,Jacksonville,North Carolina,28540,South
MT-17815_85254,United States,Scottsdale,Arizona,85254,West
PO-18850_52601,United States,Burlington,Iowa,52601,Central
AT-10735_60653,United States,Chicago,Illinois,60653,Central
VG-21790_92037,United States,San Diego,California,92037,West
PF-19165_98502,United States,Olympia,Washington,98502,West
JS-15880_98103,United States,Seattle,Washington,98103,West
MO-17800_90036,United States,Los Angeles,California,90036,West
KM-16225_10011,United States,New York City,New York,10011,East
GT-14710_20016,United States,Washington,District Of Columbia,20016,East
PB-19150_19134,United States,Philadelphia,Pennsylvania,19134,East
HR-14770_90045,United States,Los Angeles,California,90045,West
DE-13255_45503,United States,Springfield,Ohio,45503,East
LA-16780_7601,United States,Hackensack,New Jersey,7601,East
AG-10390_45231,United States,Cincinnati,Ohio,45231,East
EL-13735_65109,United States,Jefferson City,Missouri,65109,Central
JJ-15445_90004,United States,Los Angeles,California,90004,West
JH-15430_27217,United States,Burlington,North Carolina,27217,South
RD-19660_63376,United States,Saint Peters,Missouri,63376,Central
MO-17500_10035,United States,New York City,New York,10035,East
NS-18640_60610,United States,Chicago,Illinois,60610,Central
SN-20710_61107,United States,Rockford,Illinois,61107,Central
ZC-21910_33142,United States,Miami,Florida,33142,South
LC-16885_94109,United States,San Francisco,California,94109,West
DG-13300_19134,United States,Philadelphia,Pennsylvania,19134,East
NF-18595_10009,United States,New York City,New York,10009,East
BP-11185_92037,United States,San Diego,California,92037,West
MG-17650_19143,United States,Philadelphia,Pennsylvania,19143,East
JD-16060_77095,United States,Houston,Texas,77095,Central
TS-21160_43615,United States,Toledo,Ohio,43615,East
BD-11620_94122,United States,San Francisco,California,94122,West
CM-12160_78521,United States,Brownsville,Texas,78521,Central
